exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-00253,BOE-B-2022-1330,202100000134.,Contratación,MINISTERIO DE CULTURA Y DEPORTE,Dirección de la Agencia Española de Protección de la Salud en el Deporte,Comunidad de Madrid,"APLICACIONES CROMATOGRAFICAS, S.L.",2022-01-18,59463.28,33140000,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal","Medical equipment, pharmaceuticals and personal care products",Suministros,Abierto,Adquisición de materiales de repuesto y fungibles para el mantenimiento interno y análisis con los instrumentos analíticos marca AGILENT TECHNOLOGIES para el Laboratorio de Control del Dopaje de la AEPSAD.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1330,APLICACIONESCROMATOGRAFICASSL,A0588,2,0.00000538,0.00024511,0.00138889,0.00956515,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00254,BOE-B-2022-1332,21CA0200.,Contratación,MINISTERIO DE CULTURA Y DEPORTE,Dirección del Museo Nacional del Prado,Comunidad de Madrid,INTERVENTO 2 S.L.,2022-01-18,101762.59,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,"Servicio de montaje y desmontaje de la exposición temporal ""Annibale Carracci. La Capilla Herrera"".",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1332,INTERVENTO2SL,A4332,11,0.00004962,0.00497432,0.01250000,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00255,BOE-B-2022-1333,100/21-RI.,Contratación,MINISTERIO DE ASUNTOS ECONÓMICOS Y TRANSFORMACIÓN DIGITAL,Dirección General de la Entidad Pública Empresarial RED,Comunidad de Madrid,ACUNTIA S.A.U.,2022-01-18,92824.11,50000000,"50300000 Servicios de reparación y mantenimiento 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento de la red ip/ethernet de Rediris.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1333,ACUNTIASAU,A0112,15,0.00036138,0.00291657,0.00835655,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00256,BOE-B-2022-1335,PA 2021/070.,Contratación,MINISTERIO DE SANIDAD,Dirección del Instituto Nacional de Gestión Sanitaria (INGESA),Comunidad de Madrid,Global Rosetta S.L.U - MR Informatica S.L.,2022-01-18,867342.24,72514000,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Abierto,Servicios de asistencia técnica para la gestión y operación de un centro de soporte a usuarios (CSU) de los Sistemas y Tecnologías de la Información en el ámbito del Instituto Nacional de Gestión Sanitaria.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1335,GLOBALROSETTASLUMRINFORMATICASL,A3390,1,0.00002972,0.00270427,0.00094787,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00257,BOE-B-2022-1336,PAS/2021/020/CND.,Contratación,MINISTERIO DE SANIDAD,Gerencia del Centro Nacional de Dosimetría del Instituto Nacional de Gestión Sanitaria,Comunidad Valenciana,MENSAJEROS COSTA BLANCA S.A.,2022-01-18,56369.06,64121200,64000000 Servicios de correos y telecomunicaciones,Postal and telecommunications services,Servicios,Abierto,"Servicio de recogida en el Centro Nacional de Dosimetría, transporte y entrega de paquetería a domicilio.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1336,MENSAJEROSCOSTABLANCASA,A5180,3,0.00000586,0.00053360,0.00284360,0.02300475,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00258,BOE-B-2022-1337,2021/22706/029.,Contratación,MINISTERIO DE SANIDAD,Secretaría General de la Agencia Española de Medicamentos y Productos Sanitarios.,Comunidad de Madrid,Fundación Pública Andaluza Progreso y Salud.,2022-01-18,243999.00,71356000,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Negociado sin publicidad,Servicio para la elaboración de la Guía Terapéutica Antimicrobiana del Sistema Nacional de Salud.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1337,FUNDACIONPUBLICAANDALUZAPROGRESOYSALUD,A3155,1,0.00000836,0.00076076,0.00094787,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00259,BOE-B-2022-1339,35PASA/2021/42.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Las Palmas,Canarias,"Aceinsa Movilidad, S.A.",2022-01-18,4998.00,50532200,50500000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,"Servicios de mantenimiento correctivo y preventivo de los centros de transformación de alta tensión en las dependencias de la Tesorería General de la Seguridad Social de Las Palmas, y en el caso de edificios compartidos con el Instituto Nacional de la Seguridad Social.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1339,ACEINSAMOVILIDADSA,A0074,3,0.00045776,0.00000787,0.00042481,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00260,BOE-B-2022-1340,21/21/SA.,Contratación,COMISIÓN NACIONAL DEL MERCADO DE VALORES,Comisión Nacional del Mercado de Valores,Comunidad de Madrid,"ORDAX, Coordinadora de Transportes y Mercancias, S.L.",2022-01-18,23250.00,63100000,63000000 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes,Supporting and auxiliary transport services,Servicios,Abierto,"guardamuebles, montaje/desmontaje de muebles y traslado de enseres de la Comisión Nacional del Mercado de Valores.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1340,ORDAXCOORDINADORADETRANSPORTESYMERCANCIASSL,A5703,24,0.00021508,0.00175444,0.01162791,0.01208737,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00261,BOE-B-2022-1341,2021Cd801539.,Contratación,CONSEJO DE SEGURIDAD NUCLEAR,Consejo de Seguridad Nuclear,Comunidad de Madrid,"ASAC COMUNICACIONES, S.L.",2022-01-18,155136.00,72315200,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Negociado sin publicidad,Servicio de un centro de contingencia.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1341,ASACCOMUNICACIONESSL,A0716,6,0.00002784,0.04551190,0.04285714,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00262,BOE-B-2022-1381,2021/049 PAS.,Contratación,MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA,Presidencia de la Autoridad Independiente de Responsabilidad Fiscal,Comunidad de Madrid,BANCO BILBAO VIZCAYA ARGENTARIA.,2022-01-19,33500.00,66110000,66000000 Servicios financieros y de seguros,Financial and insurance services,Servicios,Abierto,Servicios bancarios de gestión de cuentas corrientes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1381,BANCOBILBAOVIZCAYAARGENTARIA,A0992,13,0.00004183,0.00000821,0.00080386,0.00250511,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00263,BOE-B-2022-1384,128883.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Consejo de Administración SEPES Entidad Pública Empresarial de Suelo,Comunidad de Madrid,"ALVEMACO RENTACAR, S.L.",2022-01-19,107760.00,34100000,34000000 Equipos de transporte y productos auxiliares 66000000 Servicios financieros y de seguros,Transport equipment and auxiliary products,Suministros,Abierto,"Suministro de arrendamiento, mediante Renting, de seis vehículos sin conductor para su utilización por el personal de SEPES en el desarrollo de actividades propias de la Entidad.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1384,ALVEMACORENTACARSL,A0448,3,0.00000587,0.00002182,0.00131637,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00264,BOE-B-2022-1388,128883.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Consejo de Administración SEPES Entidad Pública Empresarial de Suelo,Comunidad de Madrid,"ALVEMACO RENTACAR, S.L.",2022-01-19,26940.00,34100000,34000000 Equipos de transporte y productos auxiliares 66000000 Servicios financieros y de seguros,Transport equipment and auxiliary products,Suministros,Abierto,"Suministro de arrendamiento, mediante Renting, de seis vehículos sin conductor para su utilización por el personal de SEPES en el desarrollo de actividades propias de la Entidad.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1388,ALVEMACORENTACARSL,A0448,3,0.00000587,0.00002182,0.00131637,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00265,BOE-B-2022-1389,128883.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Consejo de Administración SEPES Entidad Pública Empresarial de Suelo,Comunidad de Madrid,"ALVEMACO RENTACAR, S.L.",2022-01-19,36720.00,34100000,34000000 Equipos de transporte y productos auxiliares 66000000 Servicios financieros y de seguros,Transport equipment and auxiliary products,Suministros,Abierto,"Suministro de arrendamiento, mediante Renting, de seis vehículos sin conductor para su utilización por el personal de SEPES en el desarrollo de actividades propias de la Entidad.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1389,ALVEMACORENTACARSL,A0448,3,0.00000587,0.00002182,0.00131637,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00266,BOE-B-2022-1391,2021 00000033.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Centro Nacional de Información Geográfica.,Comunidad de Madrid,"AFC INGENIEROS, S.A.",2022-01-19,261000.00,31710000,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación","Electrical machinery, equipment and consumables",Suministros,Abierto,Suministro de espectrómetros de transformada rápida de Fourier para el radiotelescopio de 40 m del Observatorio de Yebes en el marco del Proyecto YNART cofinanciado con fondos FEDER.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1391,AFCINGENIEROSSA,A0196,3,0.00002463,0.00003323,0.00043879,0.00470484,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00267,BOE-B-2022-1392,06/su/a/al21.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",Presidencia de la Autoridad Portuaria de Almería,Andalucía,"DYLAN MARINAS, S.L.",2022-01-19,179120.02,34931100,34000000 Equipos de transporte y productos auxiliares,Transport equipment and auxiliary products,Suministros,Abierto,suministro de dos pantalanes flotantes para fondeadero del puerto pesquero de almería.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1392,DYLANMARINASSL,A2300,1,0.00000614,0.00002280,0.00043879,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00268,BOE-B-2022-1395,MSA210088.,Contratación,MINISTERIO DE CULTURA Y DEPORTE,Dirección General de la Biblioteca Nacional.,Comunidad de Madrid,DESARROLLO INTEGRAL PARA MUSEOS Y EXPOSICIONES.,2022-01-19,31397.90,92000000,"92000000 Servicios de esparcimiento, culturales y deportivos","Recreational, cultural and sporting services",Servicios,No disponible,"Montaje y desmontaje de la exposición ""Noticias verdaderas, maravillosos prodigios: Relaciones de sucesos en la BNE y los orígenes del periodismo"".",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1395,DESARROLLOINTEGRALPARAMUSEOSYEXPOSICIONES,A2122,2,0.00000467,0.00012942,0.00138889,0.00135621,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00269,BOE-B-2022-1398,602021PA9307.,Contratación,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina,Ciudad de Ceuta,SEGURIDAD INTEGRAL SECOEX.,2022-01-19,80.00,79000000,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",Business services,Servicios,No disponible,"Servicios de vigilancia y seguridad de los Servicios Centrales del Instituto Social de la Marina y de las sedes de las Direcciones Provinciales de Madrid, Sevilla, Ceuta y Melilla (5 lotes).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1398,SEGURIDADINTEGRALSECOEX,A6702,32,0.00063851,0.00310054,0.00424809,0.03518839,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00270,BOE-B-2022-1439,2021SP0101002000000474.,Contratación,MINISTERIO DE DEFENSA,Junta de Contratación del Ministerio de Defensa,Comunidad de Madrid,XL Insurance Company SE Sucursal en España.,2022-01-20,5474358.47,66510000,66000000 Servicios financieros y de seguros,Financial and insurance services,Servicios,No disponible,"Contrato del seguro de vida y accidentes para el personal de las fuerzas armadas (lote 1), y del contrato del seguro de responsabilidad civil de aviación para el Ministerio de Defensa (lote 8).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1439,XLINSURANCECOMPANYSESUCURSALENESPANA,A8914,5,0.00041445,0.00203004,0.00028856,0.00250511,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00271,BOE-B-2022-1441,2021/SP03032001/00000152.,Contratación,MINISTERIO DE DEFENSA,Subdirección General de Gestión Económica.,Comunidad de Madrid,"INETUM ESPAÑA, S.A.",2022-01-20,1068883.00,72200000,"48000000 Paquetes de software y sistemas de información 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",IT services,Servicios,Abierto,"Contratación de servicios y suministros para la evolución del sistema de gestión de identidades del Ministerio de Defensa. Los conceptos objeto de licitación son: Suministro de licencias software. Servicios de diseño, desarrollo e implantación de una solución tecnológica. Servicios de soporte pos implantación a dicha solución.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1441,INETUMESPANASA,A4030,77,0.00167446,0.00360572,0.00317415,0.04851254,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00272,BOE-B-2022-1442,2021/EA22/00001225E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),Comunidad de Madrid,"CLEARHOUSE, S.L.",2022-01-20,0.00,55000000,55000000 Servicios comerciales al por menor de hostelería y restauración,"Hotel, restaurant and retail services",Servicios,No disponible,PER 033 2021 - Servicio de restauración/cafetería/arrocería.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1442,CLEARHOUSESL,A1539,1,0.00000000,0.00000000,0.00014428,0.00127429,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00273,BOE-B-2022-1443,020120210123.,Contratación,MINISTERIO DEL INTERIOR,Subdirección General de Planificación y Gestión Económica,Comunidad de Madrid,"Climage, S.L. y Expertos en Tecnicas de Consultoria, S.L.",2022-01-20,430916.00,50700000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento integral del Centro Penitenciario de Madrid VII - Estremera dependiente de la Secretaría General de Instituciones Penitenciarias.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1443,CLIMAGESLYEXPERTOSENTECNICASDECONSULTORIASL,A1558,1,0.00001477,0.00033725,0.00078802,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00274,BOE-B-2022-1444,Z21SU009/T20.,Contratación,MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Comunidad de Madrid,"GIO - Gestión Integral de Oficina, S.L.",2022-01-20,62270.04,39100000,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza","Furniture, domestic appliances and cleaning products",Suministros,Abierto,Suministro de despachos de dirección para la División de Formación y Perfeccionamiento y la nueva División Tecnológica de la D.G.P.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1444,GIOGESTIONINTEGRALDEOFICINASL,A3366,5,0.00002802,0.00047162,0.00157604,0.00203011,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-00275,BOE-B-2022-1445,3.21/27510.0056.,Contratación,"MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA",ADIF - Presidencia,Galicia,ARCELORMITTAL ESPAÑA SA.,2022-01-20,552825.00,34946110,34000000 Equipos de transporte y productos auxiliares,Transport equipment and auxiliary products,Suministros,Abierto,Suministro y transporte de carril para la nueva configuración de vías como consecuencia de la eliminación de los bloqueos telefónicos Ferrol - Ortigueira.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2022-1445,ARCELORMITTALESPANASA,A0651,26,0.00732084,0.02039440,0.00965336,0.07239379,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
